threshold,precision,recall,f1,f05,tp,fp,fn,eligible_recall_070
0.0036203553900122643,0.017448200654307525,1.0,0.03429796355841372,0.021715526601520086,32,1802,0,True
0.0036194149870425463,0.017438692098092644,1.0,0.03427959292983396,0.02170374389582203,32,1803,0,True
0.0036182834301143885,0.017429193899782137,1.0,0.034261241970021415,0.021691973969631236,32,1804,0,True
0.003617073642089963,0.017419706042460535,1.0,0.03424291064740503,0.02168021680216802,32,1805,0,True
0.0036166145000606775,0.017410228509249184,1.0,0.034224598930481284,0.021668472372697724,32,1806,0,True
0.003615394700318575,0.017400761283306143,1.0,0.034206306787814,0.02165674066053059,32,1807,0,True
0.003613643115386367,0.017391304347826087,1.0,0.03418803418803419,0.021645021645021644,32,1808,0,True
0.0036136293783783913,0.017381857686040194,1.0,0.03416978109983983,0.02163331530557058,32,1809,0,True
0.003612261265516281,0.01737242128121607,1.0,0.03415154749199573,0.021621621621621623,32,1810,0,True
0.0036119886208325624,0.017362995116657624,1.0,0.034133333333333335,0.021609940572663425,32,1811,0,True
0.0036109075881540775,0.01735357917570499,1.0,0.03411513859275053,0.02159827213822894,32,1812,0,True
0.003610475454479456,0.017344173441734417,1.0,0.034096963239211506,0.021586616297895305,32,1813,0,True
0.0036091667134314775,0.01733477789815818,1.0,0.03407880724174654,0.021574973031283712,32,1814,0,True
0.0036075105890631676,0.017325392528424473,1.0,0.034060670569451834,0.0215633423180593,32,1815,0,True
0.00360735971480608,0.017316017316017316,1.0,0.03404255319148936,0.021551724137931036,32,1816,0,True
0.0036071420181542635,0.017306652244456464,1.0,0.03402445507708666,0.021540118470651588,32,1817,0,True
0.003606091719120741,0.017297297297297298,1.0,0.03400637619553666,0.021528525296017224,32,1818,0,True
0.0036053445655852556,0.01728795245813074,1.0,0.033988316516197555,0.02151694459386767,32,1819,0,True
0.0036033305805176497,0.017278617710583154,1.0,0.03397027600849257,0.021505376344086023,32,1820,0,True
0.0036025862209498882,0.017269293038316244,1.0,0.03395225464190981,0.021493820526598602,32,1821,0,True
0.003600544761866331,0.017259978425026967,1.0,0.033934252386002124,0.021482277121374866,32,1822,0,True
0.003600130556151271,0.01725067385444744,1.0,0.03391626921038686,0.02147074610842727,32,1823,0,True
0.0035999645479023457,0.017241379310344827,1.0,0.03389830508474576,0.02145922746781116,32,1824,0,True
0.0035997850354760885,0.01723209477652127,1.0,0.03388035997882478,0.021447721179624665,32,1825,0,True
0.0035995766520500183,0.017222820236813777,1.0,0.033862433862433865,0.021436227224008574,32,1826,0,True
0.0035988278687000275,0.017213555675094135,1.0,0.033844526705446853,0.021424745581146223,32,1827,0,True
0.003598553827032447,0.017204301075268817,1.0,0.03382663847780127,0.021413276231263382,32,1828,0,True
0.003597587812691927,0.017195056421278884,1.0,0.03380876914949815,0.021401819154628143,32,1829,0,True
0.0035968925803899765,0.017185821697099892,1.0,0.0337909186906019,0.0213903743315508,32,1830,0,True
0.003595690941438079,0.017176596886741814,1.0,0.033773087071240104,0.021378941742383754,32,1831,0,True
0.003595166839659214,0.017167381974248927,1.0,0.03375527426160337,0.021367521367521368,32,1832,0,True
0.0035947789438068867,0.017158176943699734,1.0,0.03373748023194518,0.021356113187399894,32,1833,0,True
0.0035947004798799753,0.01714898177920686,1.0,0.03371970495258166,0.021344717182497332,32,1834,0,True
